eventid,iyear,imonth,iday,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,claimed,claimmode,claimmode_txt,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,Date,Month,TTP,dayofweek
201105280004,2011,5,28,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,At a restaurant at a market in the Salarzai area of Bajaur.,"05/28/2011: On Saturday morning around 1000, in the Salarzai area of Bajaur, Federally Administered Tribal Areas, Pakistan, a man on foot detonated a bomb at a restaurant at a market, destroying the one-room restaurant and damaging several nearby shops. Eight civilians were killed, including two pro-government elders, and 10 others were wounded in the blast. Ehsanullah Ehsan, a Tehrik-i-Taliban Pakistan (TTP) spokesman, claimed responsibility, saying the elders were targeted because they were helping the security forces.",0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Pro-government tribal elders,Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,6,Explosives,13.0,Suicide (carried bodily by human being),9.0,0.0,1.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The one-room restaurant was destroyed and several nearby shops were damaged in the attack.,0,,,,,,,,,,,,,,,,"Ehsanullah Ehsan, a Tehrik-i-Taliban Pakistan (TTP) spokesman, claimed responsibility, saying the elders were targeted because they were helping the security forces. The available sources listed the time for this attack from 1000 to 1040 to 1055, and the injuries for this attack from 10 to 11 to 12 to 14, and because no majority time or casualty figures were reported, the lowest proferred time reported and lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-05-28,May,1.0,Saturday
201106010003,2011,6,1,Balochistan,Quetta,30.200819,66.994354,"In the Sariab area of Quetta, Balochistan, Pakistan.","06/01/2011: On Wednesday morning, in the Sariab area of Quetta, Balochistan, Pakistan, unidentified masked gunmen on a motorcycle opened fire on professor Ghulam Hussain Saba Dashtiari of Balochistan University, killing him while he was walking with a student. A man identifying himself as Saifullah, spokesman for the Ansarul Islam group, called the Quetta Press Club and claimed responsibility for the attack.",0,1,0,2,Armed Assault,8,Educational Institution,48.0,Teacher/Professor/Instructor,Balochistan University,"Ghulam Hussain Saba Dashtiari a professor of Balochistan University, was targeted in the attack.",Ansarul Islam (Pakistan),1,2.0,Call (post-incident),5,Firearms,5.0,Unknown Gun Type,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,"A man identifying himself as Saifullah, spokesman for the Ansarul Islam group, called the Quetta Press Club and claimed responsibility for the attack.",ISVG,0,0,0,0,2011-06-01,Jun,0.0,Wednesday
201106010005,2011,6,1,Khyber Pakhtunkhwa,Barwal,35.090096,71.762969,"At the Barawal village in Dir, Khyber Pakhtunkhwa, Pakistan.","06/01/2011: On Wednesday morning, at the Barawal village in Dir, Khyber Pakhtunkhwa, Pakistan, at least 200 Taliban militants attacked a police post in the village and also attacked troops from hide-outs in the thick forest outside the village. During this attack, at least two schools were destroyed with explosives and several houses were set on fire. The attack caused an unknown amount of property damage to the houses. No casualties were reported and a Tehrik-e-Taliban Pakistan (TTP) spokesman contacted Reuters via telephone and claimed responsibility for the attack.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,,At least two schools,Tehrik-i-Taliban Pakistan (TTP),1,2.0,Call (post-incident),6,Explosives,16.0,Unknown Explosive Type,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Two schools were destroyed and there was an unknown amount of property damage to several houses.,0,,,,,,,,,,,,,,,,"The incident was coded as IED maybe because unknown explosives were used in the attack; however, there was also an unknown incendiary device used.",ISVG,0,0,0,0,2011-06-01,Jun,1.0,Wednesday
201106050009,2011,6,5,Khyber Pakhtunkhwa,Nowshera,34.007206,71.983078,,"06/05/2011: On Sunday evening around 2030, in Nowshera, Khyber Pakhtunkhwa, Pakistan, a suicide bomber detonated his improvised explosive device inside a bakery, killing 18 people, including two soldiers and 16 civilians, and wounding another 28 people. According to police, the attack was aimed at targeting the family members of military personnel and the blast caused another explosion of a gas cylinder in the bakery, which triggered off a huge fire. The attack caused an unknown amount of property damage to the area and Tehrik-e-Taliban Pakistan (TTP) militants have claimed responsibility for the attack by unknown means.",0,1,1,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,The family members of military personnel,Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,6,Explosives,13.0,Suicide (carried bodily by human being),19.0,0.0,1.0,28.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the area.,0,,,,,,,,,,,,,,,,"The available sources listed the injuries for this attack from 28 to 30 to 40, and because no majority figures were reported, the lowest proferred casualty figures were used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-05,Jun,1.0,Sunday
201106050010,2011,6,5,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,Matani village,"06/05/2011: On Sunday morning around 0930, in the Matani village of Peshawar, Khyber Pakhtunkhwa, Pakistan, suspected Tehrik-e-Taliban Pakistan (TTP) militants detonated a remote-controlled improvised explosive device attached to a pickup truck parked at a bus terminal near a market, killing six civilians, including three women and one child, and wounding 11 others, including two women. The blast damaged an unspecified number of vehicles and nearby buildings. No group has claimed responsibility for the attack; however, recently, there has been a surge in bomb attacks across Pakistan and officials blame the bombings on Taliban militants.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,15.0,Vehicle,6.0,0.0,0.0,11.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The blast damaged an unspecified number of vehicles and nearby buildings.,0,,,,,,,,,,,,,,,,"The most recent available sources listed the injuries for this attack from 10 to 11, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-05,Jun,1.0,Sunday
201106070005,2011,6,7,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,,"06/07/2011: On Tuesday, in the Bara tehsil of Khyber District, Federally Administered Tribal Areas, Pakistan, Lashkar-e-Islami (LeI) militants kidnapped Nawab, a honey dealer from Mianwali, on charges of spying for the government. Nawab was beheaded later that day and his body was recovered from Syal Khan Killay. A LeI note left at the incident site stated that the victim was working for the government.",0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,,"Nawab, a honey dealer from Mianwali and suspected Government informer, was targeted in the attack.",Lashkar-e-Islam (Pakistan),1,5.0,Note left at scene,9,Melee,23.0,Knife or Other Sharp Object,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1,1.0,0.0,-99.0,,,,-9.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,ISVG,0,0,0,0,2011-06-07,Jun,0.0,Tuesday
201106080014,2011,6,8,Federally Administered Tribal Areas,Moochapura,33.812957,70.673332,"On three houses in the Tirah Valley area of Khyber District, Federally Administered Tribal Areas, Pakistan.","06/08/2011: On Wednesday, in the Tirah Valley area of Khyber District, Federally Administered Tribal Areas, Pakistan, Lashkar-e-Islami (LeI) militants set fire to three houses of their group's rivals. Sources said that militants led by Mangal Bagh torched and demolished the three vacant houses belonging to Janikhel, Mainkhel and Pepal. The attack resulted in no casualties and LeI claimed responsibility by unknown means.",0,1,0,7,Facility/Infrastructure Attack,17,Terrorists/Non-State Militia,,,,Three houses belonging to their group's rivals,Lashkar-e-Islam (Pakistan),1,10.0,Unknown,8,Incendiary,18.0,Arson/Fire,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The three homes were destroyed in the attack.,0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-06-08,Jun,0.0,Wednesday
201106110004,2011,6,11,Federally Administered Tribal Areas,Akhorwal,33.732406,71.506641,"In the Akhorwal area of Darra Adamkhel, in the Khyber district of Federally Administered Tribal Areas, Pakistan.","06/11/2011: On Saturday, in the Akhorwal area of Darra Adamkhel, in the Khyber district of Federally Administered Tribal Areas, Pakistan, around 100 suspected Tehrik-e-Taliban Pakistan (TTP) militants kidnapped 25 coalmine workers that were on their way to their workplace in Tora Cheena. Sources said the militants took them after a short exchange of fire with the coalmine guards. The hostages were then taken towards the Akakhel area in the same district. However, seven of the hostages managed to escape and the militants took away only 18 hostages. The status of the hostages is unknown. No casualties were reported and no group claimed responsibility for the attack.",0,1,0,6,Hostage Taking (Kidnapping),1,Business,10.0,Mining,,Twenty five coalmine workers,Tehrik-i-Taliban Pakistan (TTP),0,,,5,Firearms,5.0,Unknown Gun Type,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1,25.0,0.0,,-99.0,,,-9.0,,,,,,6.0,Combination,7.0,"Seven of the hostages escaped during the attack, while the status of the remaining 18 hostages is unknown.",ISVG,0,0,0,0,2011-06-11,Jun,1.0,Saturday
201106110005,2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,"Inside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, Tehrik-e-Taliban Pakistan (TTP) militants detonated an improvised explosive device inside a retail and hotel complex, causing an unspecified number of casualties and the hotel collapsed. Minutes later, a 17-year-old suicide bomber on a motorcycle drove up to the outside of the complex where first-responders and on-lookers had gathered and detonated his explosives. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack.",1,1,0,3,Bombing/Explosion,1,Business,8.0,Hotel/Resort,,A retail and hotel complex,Tehrik-i-Taliban Pakistan (TTP),1,2.0,Call (post-incident),6,Explosives,16.0,Unknown Explosive Type,18.0,0.0,0.0,40.0,0.0,0.0,1,4.0,Unknown,,The hotel was badly damages in the attack and at least 10 nearby shops were damaged in the attack.,0,,,,,,,,,,,,,,,,"This was one of two related attacks (cf. 201106110006). The available sources listed the fatalities for these attacks cumulatively as 35, and the injuries for these attacks cumulatively as 80, so these figures have been distributed evenly for these cases in order to preserve statistical accuracy in the database. The available sources listed the number of nearby shops damages in these attacks cumulatively as 20, so these figures have been distributed evenly for these cases in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-11,Jun,1.0,Saturday
201106110006,2011,6,11,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,"Outside a retail and hotel complex in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/11/2011: On Saturday night around 2250, in the Khyber Super Market area of Peshawar, Khyber Pakhtunkhwa, Pakistan, in one of two related attacks, a 17-year-old Tehrik-e-Taliban Pakistan (TTP) suicide bomber on a motorcycle drove into the crowd of first-responders and on-lookers after a small improvised explosive device was detonated inside the retail and hotel complex. He detonated his explosives, causing an unspecified number of casualties and damaging nearby stores and vehicles. In total, at least 35 people were killed and 80 others were injured. Those killed included two journalists working for The News and Pakistan Today. The force of the explosions destroyed over 20 shops near the blast site and the Darra Adamkhel chapter of the TTP claimed responsibility for the attacks in a phone call to The News correspondent in Kohat. He said nobody else but tribal elders from Khyber Agency were the target of the bombings. However, he didn't provide the names of the tribal elders and was unaware if they had been killed. Three suspects were arrested in connection with the attack.",1,1,1,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Pakistani Law Enforcement,First-responders,Tehrik-i-Taliban Pakistan (TTP),1,2.0,Call (post-incident),6,Explosives,15.0,Vehicle,18.0,0.0,1.0,40.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Ten shops were destroyed in the attack.,0,,,,,,,,,,,,,,,,"This was one of two related attacks (cf. 201106110005). The available sources listed the fatalities for these attacks cumulatively as 35, and the injuries for these attacks cumulatively as 80, so these figures have been distributed evenly for these cases in order to preserve statistical accuracy in the database. The available sources listed the number of nearby shops damages in these attacks cumulatively as 20, so these figures have been distributed evenly for these cases in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-11,Jun,1.0,Saturday
201106130009,2011,6,13,Islamabad Capital Territory,Islamabad,33.671638,73.056068,"At a private bank in the Markaz area of Islamabad city, Islamabad Capital Territory, Pakistan.","06/13/2011: On Monday afternoon, in the Markaz area of Islamabad city, Islamabad Capital Territory, Pakistan, an improvised explosive device was detonated at a private bank as a suicide bomber tried to enter, which killed one security guard, injured three others and caused an unknown amount of property damage. It was not clear why the bomber attacked a branch of a local bank, but police speculated that the bomber might have been trying to create panic or mistakenly thought the bank was foreign owned. No group claimed responsibility for the attack, but it is suspected that the Tehrik-e-Taliban Pakistan (TTP) was responsible.",0,1,1,3,Bombing/Explosion,1,Business,3.0,Bank/Commerce,,A private bank,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,13.0,Suicide (carried bodily by human being),2.0,0.0,1.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the bank.,0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-06-13,Jun,1.0,Monday
201106160018,2011,6,16,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"In a village in the Mamoond area of Bajaur Agency, Federally Administered Tribal Areas, Pakistan.","06/16/2011: On Thursday, in the Mamoond area of Bajaur Agency, Federally Administered Tribal Areas (FATA), Pakistan, at least five civilians were killed when around 200 suspected Taliban militants attacked a village with small-arms and rocket-propelled grenades (RPGs). The militants allegedly crossed into Pakistan from Konar, Afghanistan. No group claimed responsibility for the attack.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,A village of civilians,Taliban,0,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,ISVG,1,1,0,1,2011-06-16,Jun,0.0,Thursday
201106170004,2011,6,17,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,,"06/17/2011: On Friday, in Bara, Khyber Pakhtunkhwa, Pakistan, an employee of the Pakistan Telecommunication Limited, Gul Zameen, was kidnapped near his home by the Lashkar-e Islami militants because he was accused of cooperating with the Akakhel peace committee. The civilian was later beheaded and his body dumped near a filling station. No group claimed responsibility.",0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Pakistan Telecommunication Limited,An employee for Pakistan Telecommunication Limited,Lashkar-e-Islam (Pakistan),0,,,9,Melee,23.0,Knife or Other Sharp Object,1.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,1,1.0,0.0,,-99.0,,,-9.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,ISVG,0,0,0,0,2011-06-17,Jun,0.0,Friday
201106190004,2011,6,19,Federally Administered Tribal Areas,Safi,34.574856,71.276081,In Zirat Masood village in Safi tehsil of Mohmand.,"06/19/2011: On Sunday night, in one of two related attacks, at Zirat Masood village in Safi tehsil of Mohmand, Federally Administered Tribal Areas, Pakistan, unidentified militants opened fired with unknown weapons and tossed hand grenades at the house of Safi Peace Committee member Malik Mohammad Gulab, killing three people, identified as Gulab, and his son and a nephew, Inayatur Rehman and Abdur Rehman. An unknown number of people were injured in the attack. The attack caused an unknown amount of property damage to the house and no group has claimed responsibility for the attack; however, Taliban fighters regularly target pro-government tribesmen.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,Safi Peace Committee,The residence of a Safi Peace Committee member Malik Mohammad Gulab,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,7.0,Grenade,3.0,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the house.,0,,,,,,,,,,,,,,,,"This was one of two linked attacks (cf. 201106190005). The available sources listed the fatalities for these attacks from four to five to six, and the injuries for these attacks from not reported to four to five, and because no majority figures were reported, the casualty figures reported in the source with the most specific information pertaining to each attack were used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-19,Jun,1.0,Sunday
201106190005,2011,6,19,Federally Administered Tribal Areas,Safi,34.574856,71.276081,At Zirat Masood village in Safi tehsil of Mohmand.,"06/19/2011: On Sunday night, in one of two related attacks, at Zirat Masood village in Safi tehsil of Mohmand, Federally Administered Tribal Areas, Pakistan, unidentified militants opened fired with unknown weapons and tossed hand grenades at the house of Safi Peace Committee member Malik Ghazi Khan, killing one child and wounding five others, including Ghazi. The attack caused an unknown amount of property damage to the house and no group has claimed responsibility for the attack; however, Taliban fighters regularly target pro-government tribesmen.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,Safi Peace Committee,The residence of a Safi Peace Committee member Malik Ghazi Khan,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,7.0,Grenade,1.0,0.0,0.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the house.,0,,,,,,,,,,,,,,,,"This was one of two linked attacks (cf. 201106190004). The available sources listed the fatalities for these attacks from four to five to six, and the injuries for these attacks from not reported to four to five, and because no majority figures were reported, the casualty figures reported in the source with the most specific information pertaining to each attack were used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-19,Jun,1.0,Sunday
201106200002,2011,6,20,Khyber Pakhtunkhwa,Dir,35.202293,71.873006,,"06/20/2011: On Monday, in Dir, Khyber Pakhtunkhwa, Pakistan, an eight year old girl was previously taken hostage and forced to wear a suicide vest to blow up a checkpoint in the Darra Islam area, but she yelled at the soldiers that she was forced to wear a suicide vest. The vest was removed from her successfully and no casualties were reported. No group has claimed responsibility for the attack but Taliban militants are suspected for the attack.",0,0,1,3,Bombing/Explosion,4,Military,36.0,Military Checkpoint,Pakistani Military,A checkpoint,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,13.0,Suicide (carried bodily by human being),0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-06-20,Jun,1.0,Monday
201106200003,2011,6,20,Khyber Pakhtunkhwa,Mattani,33.796459,71.558487,In the Mattani district.,"06/20/2011: On Monday evening around 2100, in Mattani, Khyber Pakhtunkhwa, Pakistan, an unidentified militant detonated a vehicle-borne improvised explosive device at the guest house of a leader of the Adezai Qaumi Lashkar (peace committee member), Ejaz (Ijaz) Bacha Khan, killing three people and wounding five others. Reportedly, a suicide bomber rammed his explosive laden vehicle, consisting of 40 kilograms of explosives, into the outer wall of the guest house which resulted in the destruction of the guest house as well as some nearby shops and damaged other nearby buildings. The deceased were identified as Khan and two policemen Kiramat Ullah and Iqbal Hussain. Sources said that several police men who were deployed at a nearby check post were among the injured. Some of those injured in the explosion were identified as Abdur Rehman, Aadil Sher, Umer, Gul Dad Raheem, Kamal Nawaz, Naeem Khan and Faheem Khan. No group has claimed responsibility for the attack; however, Taliban militants regularly target members of the peace committee at Mattani.",0,1,1,1,Assassination,14,Private Citizens & Property,76.0,House/Apartment/Residence,Adezai Qaumi Lashkar,"The guest house of a leader of the Adezai Qaumi Lashkar (peace committee member), Ejaz (Ijaz) Bacha Khan,",Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,15.0,Vehicle,4.0,0.0,1.0,6.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The guest house, as well as some nearby shops, were completely destroyed and some nearby buildings were damaged in the attack.",0,,,,,,,,,,,,,,,,"The available sources listed the fatalities for this attack from three to four, and the injuries for this attack from five to seven to 10, and because no majority figures were reported, the casualty figures reported in the source which provided the identities of the deceased and wounded were used in order to preserve statistical accuracy in the database. The available sources listed the status of the peace committee member, Khan, for this attack from seriously injured to killed, so the majority status of Khan reported has been used in order to preserve statistical accuracy in the database. The most recent available sources listed the status of the militant involved for this attack from fleeing the scene to acting as a suicide bomber, so the majority status of the militant reported has been used in order to preserve statistical accuracy in the database.",ISVG,0,0,0,0,2011-06-20,Jun,1.0,Monday
201106300008,2011,6,30,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,"In Shoba market in downtown Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/30/2011: On Thursday evening around 2130, at Shoba market in Peshawar, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated a vehicle-borne improvised explosive device. The blast killed two people, wounded 14 others and destroyed a vehicle. No group has claimed responsibility for the attack, but the Tehrik-e-Taliban Pakistan (TTP) was suspected to be responsible.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Civilians,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,15.0,Vehicle,2.0,0.0,0.0,14.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The attack caused an unknown amount of property damage to the vehicle.,0,,,,,,,,,,,,,,,,It is unknown if civilians were the primary target of this attack.,ISVG,0,0,0,0,2011-06-30,Jun,1.0,Thursday
201106300017,2011,6,30,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,"At a primary school in the Sharkeerah area of Mattani, in Peshawar, Khyber Pakhtunkhwa, Pakistan.","06/30/2011: On Thursday, in the Sharkeerah area of Mattani, Peshawar, Khyber Pakhtunkhwa, Pakistan, unidentified militants used unknown explosives to blow up a primary school building. The building was completely destroyed but no casualties were reported. No group has claimed responsibility for the attack, but it is suspected that the Taliban were responsible.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,,A primary school building,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,16.0,Unknown Explosive Type,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The school building was completely destroyed in the attack.,0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-06-30,Jun,1.0,Thursday
201107010007,2011,7,1,Balochistan,Loralai,30.445122,69.094176,"The hostage taking took place in the Loralai district of Balochistan, Pakistan.","07/01/2011: On Friday, in the Killi Niga area of Loralai district, in Balochistan, Pakistan, unidentified militants kidnapped a Swiss couple, identified as Ocholivier David and Wipmerderielaay Omer, as they were driving their vehicle. The couple entered the province from Dera Ghazi Khan in Punjab around 1700 and registered themselves as husband and wife at a police checkpoint. Unknown gunmen later intercepted their vehicle and took them to an unknown location. Their vehicle was found abandoned near the Minara area in the district. The status of the hostages is unknown and the Tehrik-e-Taliban Pakistan (TTP) claimed responsibility for the incident by unknown means. The group's commander has claimed they will free the hostages if the United States releases Aafia Siddiqu, a Pakistani woman convicted of trying to kill Americans.",0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71.0,Race/Ethnicity Identified,,"A Swiss couple, identified as Ocholivier David and Wipmerderielaay Omer,",Tehrik-i-Taliban Pakistan (TTP),1,10.0,Unknown,5,Firearms,5.0,Unknown Gun Type,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1,2.0,0.0,,258.0,,,-9.0,,,,,"The Tehrik-e-Taliban Pakistan's (TTP) commander has claimed they will free the hostages if the United States releases Aafia Siddiqu, a Pakistani woman convicted of trying to kill Americans.",2.0,Hostage(s) released by perpetrators,2.0,"The hostages were released on March 15, 2012.",ISVG,0,1,1,1,2011-07-01,Jul,1.0,Friday
201107150011,2011,7,15,Khyber Pakhtunkhwa,Marghuz,34.068274,72.531842,"At the veranda of a government-run high school building, in Swabi, Khyber Pakhtunkhwa, Pakistan.","07/15/2011: On Friday night, in Marghuz, Swabi, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated two bombs in succession in the veranda of an eight room, government-run high school building. The windowpanes, fans and furniture of the school were destroyed and the walls sustained partial damage, however, the attack resulted in no casualties as the building was empty at the time of the attack. Police arrested three watchmen who were not on guard at the time of the attack. No group claimed responsibility, but Tehrik-e Taliban Pakistan (TTP) militants are suspected.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,Swabi Government High School,A government-run high school building,Tehrik-i-Taliban Pakistan (TTP),0,,,6,Explosives,16.0,Unknown Explosive Type,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The windowpanes, fans and furniture of the school were destroyed and the walls sustained partial damage in the attack.",0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-07-15,Jul,1.0,Friday
201107210010,2011,7,21,Balochistan,Jaffarabad district,28.340071,68.188997,The attack took place the Dera Allah Yar Bypass area of Jaffarabad.,"07/21/2011: On Thursday morning at 1130, in the Dera Allah Yar Bypass area of Jaffarabad in Balochistan, Pakistan, Baloch Republican Army (BRA) militants detonated a remote-controlled vehicle borne improvised explosive device targeting the vehicle of the government-run Oil and Gas Development Company Limited (OGDCL). Four people were killed, including two OGDCL officials and two Frontier Corps (FC) personnel, and seven others were injured in the blast. The deceased were identified as OGDCL engineer Shafiqur Rehman, OGDCL driver Mohammad Nawaz and FC personnel Amjad Ali and Khuda Bux; and the injured were identified as, Kamran Siddiq, field officer, Mohammad Bambal, a rickshaw driver, and Syed Mohammad Rasul, a truck driver. One vehicle was destroyed in the attack, and the BRA claimed responsibility by unknown means, vowing to continue such attacks.",0,1,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Oil and Gas Development Company Limited (OGDCL),A vehicle of the government owned oil and gas company was targeted in the attack.,Baloch Republican Army (BRA),1,10.0,Unknown,6,Explosives,15.0,Vehicle,4.0,0.0,0.0,7.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,One vehicle was destroyed in the attack.,0,,,,,,,,,,,,,,,,,ISVG,0,0,0,0,2011-07-21,Jul,0.0,Thursday
201107230008,2011,7,23,Punjab,Faisalabad,31.418714,73.079107,"The explosive went off during a fashion show at a hotel in Faisalabad District, Punjab, India.","07/23/2011: On Saturday, at a hotel in Faisalabad, Punjab, India, a low intensity explosive device went off during a fashion show. No casualties were reported and the extent of damage was unknown. No group claimed responsibility although members of Islami Jama�at Talaba (IJT), the student wing of the Jamaat-e-Islami-India (JeI), were suspected. Before the show, some activists of IJT and Jel organized a protest demanding to stop the show.",0,1,0,3,Bombing/Explosion,1,Business,8.0,Hotel/Resort,,Target was a hotel.,Jamaat-E-Islami (India/Pakistan),0,,,6,Explosives,16.0,Unknown Explosive Type,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if the attack caused any property damage.,0,,,,,,,,,,,,,,,,,ISVG,0,1,1,1,2011-07-23,Jul,0.0,Saturday
